customer_id,region,total_revenue,avg_days_late,total_defaults,total_payment_records,default_rate,risk_adjusted_revenue,risk_segment,estimated_clv,customer_type,early_warning,servicing_cost,net_profit
100001,Alberta,703.159,6.916666666666667,1.0,12.0,0.08333333333333333,644.5624166666666,High Risk,2109.477,Low Value,0,500,144.56241666666665
100002,Ontarion,2331.405906,4.416666666666667,1.0,12.0,0.08333333333333333,2137.1220805,High Risk,6994.217718,High value - Risky,0,500,1637.1220804999998
100003,Quebec,4107.421934,20.583333333333332,3.0,12.0,0.25,3080.5664505,High Risk,12322.265802,High value - Risky,0,500,2580.5664505
100004,Quebec,2721.803348,0.8333333333333334,0.0,12.0,0.0,2721.803348,Low Risk,8165.410044,High value - safe,0,500,2221.803348
100005,Ontarion,5703.281156,2.5,1.0,24.0,0.041666666666666664,5465.644441166667,High Risk,17109.843468,High value - Risky,0,500,4965.644441166667
100006,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100007,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100008,Ontarion,1761.972028,1.0416666666666667,0.0,24.0,0.0,1761.972028,Low Risk,5285.9160839999995,High value - safe,0,500,1261.972028
100009,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100010,Ontarion,626.6878,0.8333333333333334,0.0,12.0,0.0,626.6878,Low Risk,1880.0634,Low Value,0,500,126.68780000000004
100011,Quebec,583.0686000000001,21.416666666666668,3.0,12.0,0.25,437.30145000000005,High Risk,1749.2058000000002,Low Value,0,500,-62.698549999999955
100012,Quebec,570.8696,0.8333333333333334,0.0,12.0,0.0,570.8696,Low Risk,1712.6088,Low Value,0,500,70.86959999999999
100013,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100014,Ontarion,3792.066432,27.75,4.0,12.0,0.3333333333333333,2528.0442880000005,High Risk,11376.199296,High value - Risky,0,500,2028.0442880000005
100015,Ontarion,1396.775,1.0416666666666667,0.0,24.0,0.0,1396.775,Low Risk,4190.325000000001,High value - safe,0,500,896.7750000000001
100016,Ontarion,925.5672000000001,3.8333333333333335,1.0,12.0,0.08333333333333333,848.4366,High Risk,2776.7016000000003,High value - Risky,0,500,348.4366
100017,British Columbia,1203.4586,2.5833333333333335,1.0,24.0,0.041666666666666664,1153.3144916666668,High Risk,3610.3758,High value - Risky,0,500,653.3144916666668
100018,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100019,British Columbia,1147.3622,4.041666666666667,1.0,24.0,0.041666666666666664,1099.5554416666666,High Risk,3442.0866,High value - Risky,0,500,599.5554416666666
100020,Ontarion,1538.4360000000001,11.666666666666666,3.0,24.0,0.125,1346.1315000000002,High Risk,4615.308000000001,High value - Risky,0,500,846.1315000000002
100021,Alberta,3674.2379729999993,1.25,0.0,12.0,0.0,3674.2379729999993,Low Risk,11022.713918999998,High value - safe,0,500,3174.2379729999993
100022,Quebec,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100023,Ontarion,556.2414,0.4166666666666667,0.0,12.0,0.0,556.2414,Low Risk,1668.7242,Low Value,0,500,56.2414
100024,Alberta,1114.8422,8.083333333333334,2.0,24.0,0.08333333333333333,1021.9386833333333,High Risk,3344.5266,High value - Risky,0,500,521.9386833333333
100025,Ontarion,6904.086218,10.291666666666666,3.0,24.0,0.125,6041.075440750001,High Risk,20712.258654,High value - Risky,0,500,5541.075440750001
100026,Quebec,698.9054,8.416666666666666,1.0,12.0,0.08333333333333333,640.6632833333333,High Risk,2096.7162,Low Value,0,500,140.6632833333333
100027,Quebec,569.4448,6.5,1.0,12.0,0.08333333333333333,521.9910666666666,High Risk,1708.3344,Low Value,0,500,21.991066666666597
100028,Ontarion,5754.4848569999995,2.875,1.0,24.0,0.041666666666666664,5514.714654625,High Risk,17263.454571,High value - Risky,0,500,5014.714654625
100029,Alberta,1691.7108,12.375,4.0,24.0,0.16666666666666666,1409.759,High Risk,5075.1324,High value - Risky,0,500,909.759
100030,Alberta,842.7620000000001,14.5,2.0,12.0,0.16666666666666666,702.3016666666667,High Risk,2528.286,High value - Risky,0,500,202.30166666666673
100031,British Columbia,5084.93418,0.8333333333333334,0.0,12.0,0.0,5084.93418,Low Risk,15254.80254,High value - safe,0,500,4584.93418
100032,Alberta,1961.058927,9.944444444444445,6.0,36.0,0.16666666666666666,1634.2157725000002,High Risk,5883.176781,High value - Risky,0,500,1134.2157725000002
100033,Quebec,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100034,Ontarion,680.193,0.8333333333333334,0.0,12.0,0.0,680.193,Low Risk,2040.579,Low Value,0,500,180.19299999999998
100035,British Columbia,548.815,0.8333333333333334,0.0,12.0,0.0,548.815,Low Risk,1646.4450000000002,Low Value,0,500,48.815000000000055
100036,Quebec,889.041,8.083333333333334,1.0,12.0,0.08333333333333333,814.95425,High Risk,2667.123,High value - Risky,0,500,314.95425
100037,Ontarion,3353.230926,1.6666666666666667,0.0,24.0,0.0,3353.230926,Low Risk,10059.692778,High value - safe,0,500,2853.230926
100038,Quebec,460.4082,1.25,0.0,12.0,0.0,460.4082,Low Risk,1381.2246,Low Value,0,500,-39.59179999999998
100039,Alberta,794.451,8.5,1.0,12.0,0.08333333333333333,728.24675,High Risk,2383.353,High value - Risky,0,500,228.24675000000002
100040,Ontarion,2943.991182,3.1666666666666665,1.0,24.0,0.041666666666666664,2821.32488275,High Risk,8831.973546000001,High value - Risky,0,500,2321.32488275
100041,Alberta,857.2888,1.6666666666666667,0.0,12.0,0.0,857.2888,Low Risk,2571.8664,High value - safe,0,500,357.28880000000004
100042,Quebec,5083.574612,8.916666666666666,1.0,12.0,0.08333333333333333,4659.943394333333,High Risk,15250.723836000001,High value - Risky,0,500,4159.943394333333
100043,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100044,Alberta,586.7318,6.333333333333333,1.0,12.0,0.08333333333333333,537.8374833333334,High Risk,1760.1954,Low Value,0,500,37.83748333333335
100045,Alberta,1204.12235,3.5833333333333335,1.0,12.0,0.08333333333333333,1103.7788208333334,High Risk,3612.3670500000003,High value - Risky,0,500,603.7788208333334
100046,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100047,Ontarion,561.1996,4.25,1.0,12.0,0.08333333333333333,514.4329666666666,High Risk,1683.5988000000002,Low Value,0,500,14.43296666666663
100048,Quebec,1286.9096,9.541666666666666,3.0,24.0,0.125,1126.0459,High Risk,3860.7288,High value - Risky,0,500,626.0459000000001
100049,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100050,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100051,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100052,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100053,Quebec,421.49,1.25,0.0,12.0,0.0,421.49,Low Risk,1264.47,Low Value,0,500,-78.50999999999999
100054,Ontarion,1161.3778,9.541666666666666,2.0,24.0,0.08333333333333333,1064.5963166666666,High Risk,3484.1333999999997,High value - Risky,0,500,564.5963166666666
100055,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100056,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100057,Alberta,1656.206216,4.083333333333333,1.0,24.0,0.041666666666666664,1587.1976236666667,High Risk,4968.618648,High value - Risky,0,500,1087.1976236666667
100058,Ontarion,950.1956,15.541666666666666,4.0,24.0,0.16666666666666666,791.8296666666668,High Risk,2850.5868,High value - Risky,0,500,291.82966666666675
100059,Alberta,715.6786,0.4166666666666667,0.0,12.0,0.0,715.6786,Low Risk,2147.0357999999997,Low Value,0,500,215.67859999999996
100060,British Columbia,924.6572,7.958333333333333,2.0,24.0,0.08333333333333333,847.6024333333332,High Risk,2773.9716,High value - Risky,0,500,347.60243333333324
100061,Ontarion,463.2618,2.0833333333333335,0.0,12.0,0.0,463.2618,Low Risk,1389.7854,Low Value,0,500,-36.738200000000006
100062,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100063,Ontarion,1030.56114,3.9166666666666665,1.0,12.0,0.08333333333333333,944.6810449999999,High Risk,3091.6834200000003,High value - Risky,0,500,444.6810449999999
100064,British Columbia,1719.73445,0.0,0.0,12.0,0.0,1719.73445,Low Risk,5159.20335,High value - safe,0,500,1219.73445
100065,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100066,British Columbia,728.1526,10.666666666666666,1.0,12.0,0.08333333333333333,667.4732166666666,High Risk,2184.4578,Low Value,0,500,167.47321666666664
100067,Ontarion,840.7666,6.916666666666667,1.0,12.0,0.08333333333333333,770.7027166666667,High Risk,2522.2998000000002,High value - Risky,0,500,270.7027166666667
100068,British Columbia,578.2634,9.25,1.0,12.0,0.08333333333333333,530.0747833333334,High Risk,1734.7902000000001,Low Value,0,500,30.074783333333357
100069,Ontarion,871.9084,1.6666666666666667,0.0,12.0,0.0,871.9084,Low Risk,2615.7252,High value - safe,0,500,371.90840000000003
100070,Alberta,615.1448,7.75,1.0,12.0,0.08333333333333333,563.8827333333334,High Risk,1845.4344,Low Value,0,500,63.88273333333336
100071,British Columbia,665.3332,0.4166666666666667,0.0,12.0,0.0,665.3332,Low Risk,1995.9996,Low Value,0,500,165.33320000000003
100072,Ontarion,1154.962256,34.916666666666664,5.0,12.0,0.4166666666666667,673.7279826666665,High Risk,3464.8867680000003,High value - Risky,0,500,173.72798266666655
100073,Ontarion,588.8484,0.4166666666666667,0.0,12.0,0.0,588.8484,Low Risk,1766.5452,Low Value,0,500,88.84839999999997
100074,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100075,Quebec,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100076,British Columbia,875.757626,5.75,1.0,12.0,0.08333333333333333,802.7778238333333,High Risk,2627.2728779999998,High value - Risky,0,500,302.7778238333333
100077,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100078,British Columbia,580.614,11.333333333333334,2.0,12.0,0.16666666666666666,483.845,High Risk,1741.842,Low Value,0,500,-16.154999999999973
100079,Ontarion,773.0372,1.25,0.0,12.0,0.0,773.0372,Low Risk,2319.1116,High value - safe,0,500,273.0372
100080,Quebec,3830.958574,7.666666666666667,2.0,24.0,0.08333333333333333,3511.712026166667,High Risk,11492.875722,High value - Risky,0,500,3011.712026166667
100081,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100082,British Columbia,811.418,1.25,0.0,12.0,0.0,811.418,Low Risk,2434.254,High value - safe,0,500,311.418
100083,Ontarion,3739.064667,9.583333333333334,1.0,12.0,0.08333333333333333,3427.47594475,High Risk,11217.194001,High value - Risky,0,500,2927.47594475
100084,Alberta,678.872,1.25,0.0,12.0,0.0,678.872,Low Risk,2036.616,Low Value,0,500,178.87199999999996
100085,Ontarion,769.096,28.75,4.0,12.0,0.3333333333333333,512.7306666666667,High Risk,2307.288,High value - Risky,0,500,12.730666666666707
100086,British Columbia,559.4138,5.583333333333333,1.0,12.0,0.08333333333333333,512.7959833333333,High Risk,1678.2414,Low Value,0,500,12.79598333333331
100087,Quebec,671.9018,0.8333333333333334,0.0,12.0,0.0,671.9018,Low Risk,2015.7053999999998,Low Value,0,500,171.90179999999998
100088,Ontarion,1355.2648,1.0416666666666667,0.0,24.0,0.0,1355.2648,Low Risk,4065.7943999999998,High value - safe,0,500,855.2647999999999
100089,Ontarion,1481.250798,10.75,1.0,12.0,0.08333333333333333,1357.8132315,High Risk,4443.752394,High value - Risky,0,500,857.8132315
100090,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100091,Alberta,547.4608000000001,1.6666666666666667,0.0,12.0,0.0,547.4608000000001,Low Risk,1642.3824000000002,Low Value,0,500,47.46080000000006
100092,Alberta,896.3904,1.6666666666666667,0.0,12.0,0.0,896.3904,Low Risk,2689.1711999999998,High value - safe,0,500,396.3904
100093,Quebec,462.4442,5.916666666666667,1.0,12.0,0.08333333333333333,423.90718333333336,High Risk,1387.3326000000002,Low Value,0,500,-76.09281666666664
100094,Ontarion,4460.407592,7.125,2.0,24.0,0.08333333333333333,4088.7069593333326,High Risk,13381.222775999999,High value - Risky,0,500,3588.7069593333326
100095,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100096,Quebec,1880.53582,1.4583333333333333,0.0,24.0,0.0,1880.53582,Low Risk,5641.60746,High value - safe,0,500,1380.53582
100097,Quebec,781.1124,4.166666666666667,0.0,12.0,0.0,781.1124,Low Risk,2343.3372,High value - safe,0,500,281.1124
100098,Quebec,1491.077153,6.791666666666667,2.0,24.0,0.08333333333333333,1366.8207235833333,High Risk,4473.231459,High value - Risky,0,500,866.8207235833333
100099,Ontarion,547.2962,1.25,0.0,12.0,0.0,547.2962,Low Risk,1641.8886,Low Value,0,500,47.2962
100100,Quebec,19095.636727,15.083333333333334,8.0,36.0,0.2222222222222222,14852.161898777778,High Risk,57286.910181,High value - Risky,0,500,14352.161898777778
100101,Quebec,743.312,1.6666666666666667,0.0,12.0,0.0,743.312,Low Risk,2229.936,Low Value,0,500,243.312
100102,Quebec,1620.8410000000001,5.875,1.0,24.0,0.041666666666666664,1553.3059583333336,High Risk,4862.523,High value - Risky,0,500,1053.3059583333336
100103,Alberta,785.609,1.25,0.0,12.0,0.0,785.609,Low Risk,2356.827,High value - safe,0,500,285.60900000000004
100104,Ontarion,8844.921398,0.8333333333333334,0.0,12.0,0.0,8844.921398,Low Risk,26534.764194000003,High value - safe,0,500,8344.921398
100105,Quebec,594.0234,0.8333333333333334,0.0,12.0,0.0,594.0234,Low Risk,1782.0702,Low Value,0,500,94.02340000000004
100106,Ontarion,1340.3191100000001,4.333333333333333,1.0,24.0,0.041666666666666664,1284.472480416667,High Risk,4020.95733,High value - Risky,0,500,784.4724804166669
100107,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100108,Ontarion,609.7436,0.0,0.0,12.0,0.0,609.7436,Low Risk,1829.2308,Low Value,0,500,109.74360000000001
100109,Ontarion,781.3734000000001,2.0833333333333335,0.0,12.0,0.0,781.3734000000001,Low Risk,2344.1202000000003,High value - safe,0,500,281.37340000000006
100110,British Columbia,715.668,5.666666666666667,1.0,12.0,0.08333333333333333,656.029,High Risk,2147.004,Low Value,0,500,156.029
100111,Ontarion,730.9254,7.5,2.0,12.0,0.16666666666666666,609.1045,High Risk,2192.7762,Low Value,0,500,109.10450000000003
100112,British Columbia,762.2904,0.8333333333333334,0.0,12.0,0.0,762.2904,Low Risk,2286.8712,Low Value,0,500,262.2904
100113,Alberta,2356.663732,6.166666666666667,1.0,12.0,0.08333333333333333,2160.2750876666664,High Risk,7069.991196,High value - Risky,0,500,1660.2750876666664
100114,Quebec,799.7248000000001,29.666666666666668,4.0,12.0,0.3333333333333333,533.1498666666668,High Risk,2399.1744000000003,High value - Risky,0,500,33.14986666666675
100115,Ontarion,1372.1574,7.666666666666667,2.0,24.0,0.08333333333333333,1257.81095,High Risk,4116.4722,High value - Risky,0,500,757.81095
100116,Ontarion,4686.405955,14.041666666666666,3.0,24.0,0.125,4100.605210625,High Risk,14059.217865,High value - Risky,0,500,3600.605210625
100117,British Columbia,2187.228536,4.125,1.0,24.0,0.041666666666666664,2096.094013666667,High Risk,6561.685608,High value - Risky,0,500,1596.0940136666668
100118,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100119,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100120,British Columbia,1420.0628,0.20833333333333334,0.0,24.0,0.0,1420.0628,Low Risk,4260.1884,High value - safe,0,500,920.0627999999999
100121,Quebec,856.812,0.8333333333333334,0.0,12.0,0.0,856.812,Low Risk,2570.436,High value - safe,0,500,356.812
100122,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100123,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100124,Quebec,510.1702,0.0,0.0,12.0,0.0,510.1702,Low Risk,1530.5106,Low Value,0,500,10.170200000000023
100125,British Columbia,2950.510684,0.0,0.0,12.0,0.0,2950.510684,Low Risk,8851.532051999999,High value - safe,0,500,2450.510684
100126,Ontarion,871.7756,6.416666666666667,1.0,12.0,0.08333333333333333,799.1276333333334,High Risk,2615.3268000000003,High value - Risky,0,500,299.1276333333334
100127,Ontarion,1361.1278,2.9166666666666665,1.0,24.0,0.041666666666666664,1304.4141416666666,High Risk,4083.3833999999997,High value - Risky,0,500,804.4141416666666
100128,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100129,British Columbia,834.1736,1.6666666666666667,0.0,12.0,0.0,834.1736,Low Risk,2502.5208,High value - safe,0,500,334.17359999999996
100130,Quebec,845.6334,2.9166666666666665,0.0,12.0,0.0,845.6334,Low Risk,2536.9002,High value - safe,0,500,345.63340000000005
100131,British Columbia,784.339,14.0,2.0,12.0,0.16666666666666666,653.6158333333334,High Risk,2353.0170000000003,High value - Risky,0,500,153.6158333333334
100132,Quebec,453.434,1.6666666666666667,0.0,12.0,0.0,453.434,Low Risk,1360.3020000000001,Low Value,0,500,-46.565999999999974
100133,Alberta,4315.6574,6.291666666666667,2.0,24.0,0.08333333333333333,3956.019283333333,High Risk,12946.9722,High value - Risky,0,500,3456.019283333333
100134,British Columbia,3704.37026,5.25,1.0,24.0,0.041666666666666664,3550.021499166667,High Risk,11113.11078,High value - Risky,0,500,3050.021499166667
100135,Ontarion,535.426,0.0,0.0,12.0,0.0,535.426,Low Risk,1606.2780000000002,Low Value,0,500,35.426000000000045
100136,Quebec,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100137,British Columbia,1320.9329440000001,0.8333333333333334,0.0,24.0,0.0,1320.9329440000001,Low Risk,3962.7988320000004,High value - safe,0,500,820.9329440000001
100138,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100139,Ontarion,1318.7754,2.375,1.0,24.0,0.041666666666666664,1263.826425,High Risk,3956.3262,High value - Risky,0,500,763.826425
100140,Quebec,7106.754847,19.666666666666668,6.0,24.0,0.25,5330.06613525,High Risk,21320.264541,High value - Risky,0,500,4830.06613525
100141,Ontarion,2026.4192,10.13888888888889,5.0,36.0,0.1388888888888889,1744.972088888889,High Risk,6079.2576,High value - Risky,0,500,1244.972088888889
100142,Ontarion,833.32,1.25,0.0,12.0,0.0,833.32,Low Risk,2499.96,High value - safe,0,500,333.32000000000005
100143,British Columbia,1555.3424,5.708333333333333,2.0,24.0,0.08333333333333333,1425.7305333333334,High Risk,4666.0272,High value - Risky,0,500,925.7305333333334
